,ad_creative_body,count
780,"SUPPLIES RUNNING LOW!

Get your OFFICIAL 2020 White Trump Mask from the ONLY OFFICIAL Trump Campaign Store.

This item is going FAST! Order TODAY!",295
781,"Before the President goes on LIVE TV, he wants to get YOUR input!

President Trump requested that we reach out to a few trusted Patriots from around the Country, like YOU, to take our Official Presidential Town Hall Prep Survey to help him prepare.

The President wants to make sure he’s discussing the topics that you and your family care about. This survey is only going to a select group so your answers will have a huge impact.

Please take our Official Presidential Town Hall Prep Survey before 11:59 PM TONIGHT so that the President can review your answers.",291
782,"It's the last day until our FEC deadline. We are SO CLOSE to our 5 MILLION DOLLARS goal. 

We've activated our QUADRUPLE-MATCH just for you. Please contribute TODAY to help us CRUSH our End-of-Quarter goal.",289
783,"CONGRATULATIONS, JUSTICE AMY CONEY BARRETT!

Justice Amy Coney Barrett has been confirmed to the Supreme Court. 

President Trump appointed another true Constitutionalist who is committed to upholding the rule of law.",288
784,"""I’m sick and tired of being taken for granted. Joe Biden’s ban on fracking would put me and everybody I know out of work.""

-Shawn
Union Man, Democrat",287
785,"URGENT! President Trump's birthday is TODAY, and he wants YOU to sign his card.

Nothing could make the President’s birthday better than to see your signature and warm wishes on his Official Birthday Card.

Please add your name to the President’s ONLY OFFICIAL birthday card assembled by everyone at Team TRUMP.",287
786,"Joe Biden Doesn't have a clue...

Will Kill Your Jobs...

Will Raise Your Taxes...",287
787,"You can now VOTE EARLY in Minnesota.

PRESIDENT TRUMP IS COUNTING ON YOU!

This is the election of our lifetime. It's going to take hard-working Americans, like YOU, turning out to vote against the EXTREME RADICAL LEFT agenda.

Your country is counting on you. Do your civic duty, and vote Republican.",286
788,"Right now is your chance to help President Trump CRUSH the liberal mob in 2020. 

After the election, when he looks back on his EPIC Victory, we want him to know that you were one of the first to publicly pledge their support to Keep America Great!

Please add your name to pledge to vote for President Trump in 2020.",286
789,"President Trump has never stopped delivering on his promises to:

✅PROTECT the unborn 
✅Champion religious liberty and ensure equal treatment for ALL faiths 
✅Put America first with EVERY decision he makes

Join Evangelicals for Trump to help re-elect President Trump and protect your religious freedoms.",286
790,"Everyone who enters before MIDNIGHT will have their name entered TWICE to win dinner with President Trump in Palm Beach. His team will cover your flight, hotel room, and dinner for you and a guest. Please contribute before 11:59 PM TONIGHT to get your name DOUBLE-ENTERED to win dinner with President Trump.",284
791,"PRESIDENT TRUMP HAS KEPT HIS PROMISE TO PROTECT SOCIAL SECURITY. 

Sleepy Joe Biden and the rest of the radical democrats will DESTROY Social Security, Medicare, and protections for Americans with pre-existing health conditions. 

America would turn into a Big Government Socialist Nation. 

We cannot let this happen, and as long as President Trump is OUR President, it never will. Donate today to show your support for President Trump.",284
792,"Evangelicals For Trump are ready to help re-elect President Donald J. Trump. 

Join the movement today and ensure religious freedoms are kept as a top priority!",283
793,"Mini Mike Bloomberg is spending $100 MILLION to try to take our President DOWN! 

It’s the Liberal Mega Donors vs. American Patriots, like YOU!

It has NEVER been more important for hardworking American Patriots to come together so we can keep the pace. 

Please contribute now to fight for President Trump, and help us set a new daily record.",283
794,Join President Trump this SATURDAY at 5:00PM! Get your free tickets now >>>,282
795,"Cheatin’ Obama and Sleepy Joe gutted America’s space program and made us dependent on the Russians. 

But now, thanks to President Trump’s leadership, we are restoring NASA to greatness and we sent our astronauts on an American-made rocket into space for the FIRST TIME since 2011.

Show your support for President Trump and our astronauts by adding your name to our Official Petition TODAY!",281
796,"Israel is our Nation’s strongest ally. President Trump did what past Presidents promised to do but never did. He reversed decades of U.S. policy by recognizing Jerusalem as the rightful capital of Israel. 

Promises made. Promises kept.

Despite the Left OBSTRUCTING President Trump’s agenda every chance they get, he has never stopped delivering on his promises to the American People.

Please contribute ANY AMOUNT by 11:59 PM TONIGHT to fight for your President!",281
797,"Help ensure Pro-Life values are represented in Washington for four more years.

Join the movement today and ensure religious freedoms are kept as a top priority!",281
798,"DONATE BEFORE 11:59 TONIGHT

It's the last day until our FEC deadline. We are SO CLOSE to our 5 MILLION DOLLARS goal. 

We've activated our QUADRUPLE-MATCH just for you. Please contribute TODAY to help us CRUSH our End-of-Quarter goal.",281
799,"Joe Biden Supports:
✅Allowing sanctuary cities
✅Increasing taxes for the middle class
✅Providing healthcare for illegal immigrates
✅Eliminating fossil fuels
He's not so different from radical socialist Bernie Sanders.",281
800,Joe Biden wants to cut resources for police that could help rape and burglary victims. He is too weak to stop the madness in the streets and must be stopped.,277
801,"""It really scares me when a politican like Joe Biden say's he's going to raise our taxes.""

-Andres
Business Owner",276
802,"THEY'RE NO MATCH FOR OUR TEAM!

President Donald J. Trump is the leader of a grassroots movement, uniting American Patriots in support of the country they love. 

He needs your help to reach our CRITICAL June fundraising deadline. 

For the NEXT HOUR, all contributions made will be 5X MATCHED!",273
803,"Show your support with our American Worker hat.

Proudly made in the USA!",272
804,"American workers are strong, proud, hard-working and dedicated to Keep America Great. Show your support with our American Worker hat!",272
805,"I need strong leaders, like YOU, who want to help me run a cutting edge campaign. You can become a part of history by joining a grassroots movement committed to supporting our American First agenda. Please contribute any amount before 11:59 TONIGHT to become a Founding Member of my 2020 Presidential Task Force",270
806,I need your help to fight back against the Fake News Media and Do Nothing Democrats. I need your support before this month's fundraising deadline to make sure that happens. Contribute ANY AMOUNT before 11:59 PM TONIGHT to help our movement. Any donation made today will be TRIPLE MATCHED.,268
807,Joe Biden has voted for higher taxes for 47 YEARS,267
808,I need your help to finish April STRONG. Please contribute before April 30th at 11:59PM. Help us CRUSH our End-of-Month goal. Any donation made today will be TRIPLED MATCHED.,266
809,"Biden’s proposed tax increases are more than double what Hillary Clinton proposed and Biden’s tax hike would be the largest in recent history – affecting millions of hardworking American families, which would likely include YOU.",265
810,"THIS IS THE THIRD WITCH HUNT IN THREE YEARS.

If the past has taught us anything, it’s that their pathetic attempts to turn the American People against me are NOT going to work.

But, I can't stand by and let this happen, and neither should YOU.

Your contributions are what got us through the first two WITCH HUNTS, and now I'm counting on your support again to get through this one.

I've activated an urgent 2020 PRESIDENTIAL DEFENSE FUND and I'm calling on my fiercest and most loyal defenders to step up to the front lines of this nasty battle against the Left and FIGHT BACK.

Please contribute RIGHT NOW to the 2020 Presidential Defense Fund to defend your President from the Democrats’ latest Witch Hunt.",265
811,"Amy Coney Barrett is a CONSTITUTIONAL CONSERVATIVE!

The Radical Left is DESPERATE to stop her. Help Amy Coney Barrett and President Trump fight back. 

Stand up for Conservative values.",264
812,"Democratic presidential nominee Joe Biden wants to raise taxes by $4 trillion, hitting all income groups and affecting nearly every taxpayer in America...",263
813,GEORGIA: Join President Trump this FRIDAY at 7:00PM! Get your free tickets now >>>,263
814,"BREAKING NEWS: Pelosi Won't Rule Out New Impeachment

Nancy and her corrupt party are threatening to IMPEACH Trump again because he is doing his job as President by filling the vacancy on the Supreme Court.

They failed the first time they IMPEACHED the President, and they're going to fail again. It’s US against THEM, and it’s time we make a statement.

This is CRITICAL, so we REACTIVATED your 800%-MATCH. Please contribute ANY AMOUNT IMMEDIATELY to defend President Trump from the Left and your gift will be 800%-MATCHED.",262
